log10_Xlan log10_mej log10_vej inclination_EM luminosity_distance log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
-3.341650670224012 -1.9514008927607436 -1.4782078265548118 0.027375947128563234 2424.1631883404816 51.760109766207776 0.044945718204197946 -4.355999507373997 2.5562480397126173 -0.33257823616373106 -0.9039317110642031 0.0 0.0 -101.6952653522098 -14.426449541605074
-1.5434708841635425 -1.2034097444973162 -1.0488902379121163 0.034583354806356895 648.261028055248 54.68654455789852 0.05036830976386997 0.18691321867515498 2.1402191024498056 -2.2198253716501166 -6.5687684932484425 0.0 0.0 -101.68271912530645 -14.590577710117458
-1.3199211900487136 -1.416414826345334 -0.8800490861195814 0.019456219892501878 1535.835289017387 51.67189583427127 0.0389976511164535 -4.995647888838596 2.592407300604715 -0.49866603500078543 -0.4701428630943809 0.0 0.0 -101.65769449656523 -14.223455029094946
-1.9390445092790802 -1.098206488494452 -1.1304684285868911 0.014705896061401125 1351.9238028249072 52.92725994818689 0.12873444904525752 1.6187763723502835 2.0637173208585797 -1.59476873775278 -4.633508577159088 0.0 0.0 -101.64997584989997 -15.299775765544524
-2.0594063506093456 -1.1498886006890747 -0.8339095175677554 0.026710315423425453 2270.117735291714 52.08720644665919 0.03569656935896018 -4.435904876134364 2.415734865924434 -0.48053985683906575 -1.0000432244100104 0.0 0.0 -101.59967004806744 -14.290500385843718
-1.3868211796014935 -1.7844018769700427 -0.5939434738047944 0.022356824522395506 336.29831256641023 51.12407366546779 0.15181306426339325 0.26307080416557316 2.2068448849753133 -0.04470524472998427 -4.647188169583809 0.0 0.0 -101.59867947196646 -15.468992530464174
-2.47557036528194 -1.3234328646420752 -1.1711238141880673 0.04344635959138366 542.3296977818941 50.95630931911331 0.04045697874998624 -3.312834427264413 2.5462988631218977 -0.364545801807302 -1.0502428315328771 0.0 0.0 -101.59798674776316 -14.712358687339794
-1.9619789237663254 -1.2958671636326746 -0.5102768846192085 0.004086596704813576 963.2146092821268 53.28528384265583 0.0197789270353688 -4.30627642900668 2.264702423817896 -0.5182501614681474 -3.7703682042998548 0.0 0.0 -101.58449386697136 -13.441460959274625
-1.5640698500568835 -1.1190223216406334 -1.393722099261836 0.044900478884551544 497.6235467569869 50.97952210079137 0.13140128709583473 -0.5346567512180691 2.1579782293139247 -0.701113684013678 -2.4860033715711722 0.0 0.0 -101.57969727144454 -15.372136333043144
-1.2659511396490322 -2.144225824873914 -0.8785356449395995 0.18959583517542936 223.62087572688662 50.09123595632781 0.1920316335569544 0.6634510151377562 2.329738868482591 -0.07638202721061749 -3.3354250188233507 0.0 0.0 -101.55563109447705 -16.18051232903973
-2.714623473659598 -1.1547624286653184 -0.7681014531993631 0.008466450836767562 1119.1626517323407 51.6359593786816 0.09929722409930312 -0.14423272668913967 2.1004364899053534 -0.6447254174404691 -3.136714335585447 0.0 0.0 -101.54997067827684 -15.037251842198842
-2.145526417409865 -1.4960548562266673 -0.8008155817049842 0.08054960082403873 1282.8749657719277 52.30591630381382 0.1641976538412892 1.6238052961142868 2.124403573519453 -0.9377064846562089 -4.695328455026273 0.0 0.0 -101.54434305864288 -15.656895404970474
-2.246271318638385 -1.2311851976000556 -0.7603304787160172 0.007369759298898926 685.3264533967582 54.13922789333808 0.022104808166756116 -3.323648348512874 2.1864713724592977 -1.6289073784074262 -4.451818237499193 0.0 0.0 -101.52319732538517 -13.586872449300053
